Given1,Given2,Gender,Py1,Py2,IPA1,IPA2,open_syll_p,hi_nuc_p,bk_nuc_p,rd_nuc_p,ons_p,obsr_ons_p,non_cor_ons_p
德,义,1,dé,yì,tɤ,i,1.0,0.5,0.5,0.0,0.5,1.0,0.0
礼,儒,1,lǐ,rú,li,ʐu,1.0,1.0,0.5,0.5,1.0,0.5,0.0
纪,军,1,jì,jūn,tɕi,tɕyn,0.5,1.0,0.0,0.5,1.0,1.0,0.0
丁,财,1,dīng,cái,tiŋ,tsʰaj,0.5,0.5,0.0,0.0,1.0,1.0,0.0
艳,利,1,yàn,lì,jɛn,li,0.5,0.5,0.0,0.0,0.5,0.0,0.0
利,敏,1,lì,mǐn,li,min,0.5,1.0,0.0,0.0,1.0,0.0,0.5
春,艳,0,chūn,yàn,tʂʰwən,jɛn,0.0,0.0,0.0,0.0,0.5,1.0,0.0
海,鸣,1,hǎi,míng,xaj,miŋ,0.5,0.5,0.0,0.0,1.0,0.5,1.0
苇,绫,0,wěi,líng,wej,liŋ,0.5,0.5,0.0,0.0,0.5,0.0,0.0
承,颖,0,chéng,yǐng,tʂʰəŋ,iŋ,0.0,0.5,0.0,0.0,0.5,1.0,0.0
艳,昌,1,yàn,chāng,jɛn,tʂʰaŋ,0.0,0.0,0.0,0.0,0.5,1.0,0.0
庭,兰,0,tíng,lán,tʰiŋ,lan,0.0,0.5,0.0,0.0,1.0,0.5,0.0
瑞,雪,1,ruì,xuě,ʐwej,ɕɥɛ,1.0,0.0,0.0,0.0,1.0,1.0,0.0
真,0,1,zhēn,0,tʂən,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
泗,英,0,sì,yīng,sɿ,iŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
雨,芹,0,yǔ,qín,y,tɕʰin,0.5,1.0,0.0,0.5,0.5,1.0,0.0
文,哲,1,wén,zhé,wən,tʂɤ,0.5,0.0,0.5,0.0,0.5,1.0,0.0
旗,开,1,qí,kāi,tɕʰi,kʰaj,1.0,0.5,0.0,0.0,1.0,1.0,0.5
英,刚,1,yīng,gāng,iŋ,kaŋ,0.0,0.5,0.0,0.0,0.5,1.0,1.0
家,家,1,jiā,jiā,tɕja,tɕja,1.0,0.0,0.0,0.0,1.0,1.0,0.0
广,浩,1,guǎng,hào,kwaŋ,xaw,0.5,0.0,0.0,0.0,1.0,1.0,1.0
书,鹏,1,shū,péng,ʂu,pʰəŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
裕,盛,1,yù,shèng,y,ʂəŋ,0.5,0.5,0.0,0.5,0.5,1.0,0.0
力,扬,0,lì,yáng,li,jɑŋ,0.5,0.5,0.5,0.0,0.5,0.0,0.0
春,娇,0,chūn,jiāo,tʂʰwən,tɕjaw,0.5,0.0,0.0,0.0,1.0,1.0,0.0
成,仙,0,chéng,xiān,tʂʰəŋ,ɕjɛn,0.0,0.0,0.0,0.0,1.0,1.0,0.0
翰,0,1,hàn,0,xan,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
展,宇,1,zhǎn,yǔ,tʂan,y,0.5,0.5,0.0,0.5,0.5,1.0,0.0
景,山,1,jǐng,shān,tɕiŋ,ʂan,0.0,0.5,0.0,0.0,1.0,1.0,0.0
晓,洁,1,xiǎo,jié,ɕjaw,tɕjɛ,1.0,0.0,0.0,0.0,1.0,1.0,0.0
毓,瑾,0,yù,jǐn,y,tɕin,0.5,1.0,0.0,0.5,0.5,1.0,0.0
肖,英,0,xiāo,yīng,ɕjaw,iŋ,0.5,0.5,0.0,0.0,0.5,1.0,0.0
继,红,1,jì,hóng,tɕi,xuŋ,0.5,1.0,0.5,0.5,1.0,1.0,0.5
耀,勋,1,yào,xūn,jaw,ɕyn,0.5,0.5,0.0,0.5,0.5,1.0,0.0
小,露,0,xiǎo,lù,ɕjaw,lu,1.0,0.5,0.5,0.5,1.0,0.5,0.0
维,群,1,wéi,qún,wej,tɕʰyn,0.5,0.5,0.0,0.5,0.5,1.0,0.0
乔,轩,0,qiáo,xuān,tɕʰjaw,ɕɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
健,友,1,jiàn,yǒu,tɕjɛn,jəw,0.5,0.0,0.0,0.0,0.5,1.0,0.0
赫,0,1,hè,0,xɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
小,曼,0,xiǎo,màn,ɕjaw,man,0.5,0.0,0.0,0.0,1.0,0.5,0.5
海,嵩,1,hǎi,sōng,xaj,suŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
紫,娇,0,zǐ,jiāo,tsɿ,tɕjaw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
友,刚,1,yǒu,gāng,jəw,kaŋ,0.5,0.0,0.0,0.0,0.5,1.0,1.0
铮,真,0,zhēng,zhēn,tʂəŋ,tʂən,0.0,0.0,0.0,0.0,1.0,1.0,0.0
笑,赫,1,xiào,hè,ɕjaw,xɤ,1.0,0.0,0.5,0.0,1.0,1.0,0.5
远,东,1,yuǎn,dōng,ɥan,tuŋ,0.0,0.5,0.5,0.5,0.5,1.0,0.0
小,娟,0,xiǎo,juān,ɕjaw,tɕɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
云,辉,1,yún,huī,yn,xwej,0.5,0.5,0.0,0.5,0.5,1.0,1.0
恭,银,1,gōng,yín,kuŋ,in,0.0,1.0,0.5,0.5,0.5,1.0,1.0
奕,冰,0,yì,bīng,i,piŋ,0.5,1.0,0.0,0.0,0.5,1.0,1.0
恒,斌,1,héng,bīn,xəŋ,pin,0.0,0.5,0.0,0.0,1.0,1.0,1.0
灏,哲,1,hào,zhé,xaw,tʂɤ,1.0,0.0,0.5,0.0,1.0,1.0,0.5
启,峰,1,qǐ,fēng,tɕʰi,fəŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
莹,莹,0,yíng,yíng,iŋ,iŋ,0.0,1.0,0.0,0.0,0.0,0,0
育,洲,1,yù,zhōu,y,tʂow,1.0,0.5,0.5,1.0,0.5,1.0,0.0
贵,廷,1,guì,tíng,kwej,tʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
培,军,1,péi,jūn,pʰej,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.5
蛟,0,1,jiāo,0,tɕjaw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
英,刚,1,yīng,gāng,iŋ,kaŋ,0.0,0.5,0.0,0.0,0.5,1.0,1.0
宏,泽,1,hóng,zé,xuŋ,tsɤ,0.5,0.5,1.0,0.5,1.0,1.0,0.5
莉,君,0,lì,jūn,li,tɕyn,0.5,1.0,0.0,0.5,1.0,0.5,0.0
远,锦,1,yuǎn,jǐn,ɥan,tɕin,0.0,0.5,0.0,0.0,0.5,1.0,0.0
承,彬,1,chéng,bīn,tʂʰəŋ,pin,0.0,0.5,0.0,0.0,1.0,1.0,0.5
绍,强,1,shào,qiáng,ʂaw,tɕʰjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
立,庆,1,lì,qìng,li,tɕʰiŋ,0.5,1.0,0.0,0.0,1.0,0.5,0.0
超,雄,1,chāo,xióng,tʂʰaw,ɕyŋ,0.5,0.5,0.0,0.5,1.0,1.0,0.0
华,秋,0,huá,qiū,xwa,tɕʰjəw,1.0,0.0,0.0,0.0,1.0,1.0,0.5
庚,0,1,gēng,0,kəŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
萱,0,1,xuān,0,ɕɥan,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
驰,0,1,chí,0,tʂʰʅ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
沁,洋,1,qìn,yáng,tɕʰin,jɑŋ,0.0,0.5,0.5,0.0,0.5,1.0,0.0
明,明,1,míng,míng,miŋ,miŋ,0.0,1.0,0.0,0.0,1.0,0.0,1.0
艳,红,0,yàn,hóng,jɛn,xuŋ,0.0,0.5,0.5,0.5,0.5,1.0,1.0
超,0,1,chāo,0,tʂʰaw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
知,亦,1,zhī,yì,tʂʅ,i,1.0,0.5,0.0,0.0,0.5,1.0,0.0
秀,平,1,xiù,píng,ɕjəw,pʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
儒,茂,1,rú,mào,ʐu,maw,1.0,0.5,0.5,0.5,1.0,0.5,0.5
司,翰,1,sī,hàn,sɿ,xan,0.5,0.0,0.0,0.0,1.0,1.0,0.5
亚,媛,0,yà,yuán,ja,ɥan,0.5,0.0,0.0,0.0,0.0,0,0
显,保,1,xiǎn,bǎo,ɕjɛn,paw,0.5,0.0,0.0,0.0,1.0,1.0,0.5
米,0,0,mǐ,0,mi,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
成,勇,1,chéng,yǒng,tʂʰəŋ,yŋ,0.0,0.5,0.0,0.5,0.5,1.0,0.0
无,衣,1,wú,yī,u,i,1.0,1.0,0.5,0.5,0.0,0,0
瑞,书,1,ruì,shū,ʐwej,ʂu,1.0,0.5,0.5,0.5,1.0,1.0,0.0
小,西,0,xiǎo,xī,ɕjaw,ɕi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
馨,仪,0,xīn,yí,ɕin,i,0.5,1.0,0.0,0.0,0.5,1.0,0.0
倩,0,0,qiàn,0,tɕʰjɛn,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
金,韩,1,jīn,hán,tɕin,xan,0.0,0.5,0.0,0.0,1.0,1.0,0.5
凤,金,0,fèng,jīn,fəŋ,tɕin,0.0,0.5,0.0,0.0,1.0,1.0,0.5
春,雷,1,chūn,léi,tʂʰwən,lej,0.5,0.0,0.0,0.0,1.0,0.5,0.0
烨,0,0,yè,0,jɛ,0,1.0,0.0,0.0,0.0,0.0,0,0
荷,娜,0,hé,nà,xɤ,na,1.0,0.0,0.5,0.0,1.0,0.5,0.5
丹,丹,0,dān,dān,tan,tan,0.0,0.0,0.0,0.0,1.0,1.0,0.0
伟,昕,0,wěi,xīn,wej,ɕin,0.5,0.5,0.0,0.0,0.5,1.0,0.0
彩,妮,0,cǎi,nī,tsʰaj,ni,1.0,0.5,0.0,0.0,1.0,0.5,0.0
兴,林,1,xīng,lín,ɕiŋ,lin,0.0,1.0,0.0,0.0,1.0,0.5,0.0
云,涛,1,yún,tāo,yn,tʰaw,0.5,0.5,0.0,0.5,0.5,1.0,0.0
内,爱,0,nèi,ài,nej,aj,1.0,0.0,0.0,0.0,0.5,0.0,0.0
香,0,0,xiāng,0,ɕjɑŋ,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
早,儿,0,zǎo,ér,tsaw,ər,0.5,0.0,0.0,0.0,0.5,1.0,0.0
菊,珍,0,jú,zhēn,tɕy,tʂən,0.5,0.5,0.0,0.5,1.0,1.0,0.0
加,洪,1,jiā,hóng,tɕja,xuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
婉,文,0,wǎn,wén,wan,wən,0.0,0.0,0.0,0.0,0.0,0,0
钰,辰,0,yù,chén,y,tʂʰən,0.5,0.5,0.0,0.5,0.5,1.0,0.0
相,平,1,xiāng,píng,ɕjɑŋ,pʰiŋ,0.0,0.5,0.5,0.0,1.0,1.0,0.5
奕,鸥,0,yì,ōu,i,ow,1.0,0.5,0.5,0.5,0.0,0,0
学,一,1,xué,yī,ɕɥɛ,i,1.0,0.5,0.0,0.0,0.5,1.0,0.0
慧,媛,0,huì,yuán,xwej,ɥan,0.5,0.0,0.0,0.0,0.5,1.0,1.0
志,姐,0,zhì,jiě,tʂʅ,tɕjɛ,1.0,0.0,0.0,0.0,1.0,1.0,0.0
晓,娜,0,xiǎo,nà,ɕjaw,na,1.0,0.0,0.0,0.0,1.0,0.5,0.0
杰,0,0,jié,0,tɕjɛ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
郁,0,0,yù,0,y,0,1.0,1.0,0.0,1.0,0.0,0,0
庆,0,1,qìng,0,tɕʰiŋ,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
硕,0,0,shuò,0,ʂwo,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
蒙,0,0,méng,0,məŋ,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
笠,娜,0,lì,nà,li,na,1.0,0.5,0.0,0.0,1.0,0.0,0.0
泖,淇,0,mǎo,qí,maw,tɕʰi,1.0,0.5,0.0,0.0,1.0,0.5,0.5
汇,宇,1,huì,yǔ,xwej,y,1.0,0.5,0.0,0.5,0.5,1.0,1.0
志,0,1,zhì,0,tʂʅ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
雨,提,0,yǔ,tí,y,tʰi,1.0,1.0,0.0,0.5,0.5,1.0,0.0
颖,怡,0,yǐng,yí,iŋ,i,0.5,1.0,0.0,0.0,0.0,0,0
远,旭,1,yuǎn,xù,ɥan,ɕy,0.5,0.5,0.0,0.5,0.5,1.0,0.0
娅,辉,0,yà,huī,ja,xwej,1.0,0.0,0.0,0.0,0.5,1.0,1.0
磊,0,1,lěi,0,lej,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
军,0,1,jūn,0,tɕyn,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
明,健,0,míng,jiàn,miŋ,tɕjɛn,0.0,0.5,0.0,0.0,1.0,0.5,0.5
天,宇,1,tiān,yǔ,tʰjɛn,y,0.5,0.5,0.0,0.5,0.5,1.0,0.0
潇,潇,0,xiāo,xiāo,ɕjaw,ɕjaw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
栅,栅,0,shān,shān,ʂan,ʂan,0.0,0.0,0.0,0.0,1.0,1.0,0.0
泓,远,0,hóng,yuǎn,xuŋ,ɥan,0.0,0.5,0.5,0.5,0.5,1.0,1.0
觉,0,1,jué,0,tɕɥɛ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
策,0,1,cè,0,tsʰɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
东,学,1,dōng,xué,tuŋ,ɕɥɛ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
臻,0,0,zhēn,0,tʂən,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
法,拉,0,fǎ,lā,fa,la,1.0,0.0,0.0,0.0,1.0,0.5,0.5
绫,0,0,líng,0,liŋ,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
健,桃,0,jiàn,táo,tɕjɛn,tʰaw,0.5,0.0,0.0,0.0,1.0,1.0,0.0
珠,0,0,zhū,0,tʂu,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
旸,0,0,yáng,0,jɑŋ,0,0.0,0.0,1.0,0.0,0.0,0,0
悦,铭,1,yuè,míng,ɥɛ,miŋ,0.5,0.5,0.0,0.0,0.5,0.0,1.0
成,烈,1,chéng,liè,tʂʰəŋ,ljɛ,0.5,0.0,0.0,0.0,1.0,0.5,0.0
瑶,0,0,yáo,0,jaw,0,1.0,0.0,0.0,0.0,0.0,0,0
书,翰,0,shū,hàn,ʂu,xan,0.5,0.5,0.5,0.5,1.0,1.0,0.5
媗,0,0,xuān,0,ɕɥan,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
衡,0,0,héng,0,xəŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
云,龙,1,yún,lóng,yn,luŋ,0.0,1.0,0.5,1.0,0.5,0.0,0.0
非,池,1,fēi,chí,fej,tʂʰʅ,1.0,0.0,0.0,0.0,1.0,1.0,0.5
忻,0,0,xīn,0,ɕin,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
苗,0,0,miáo,0,mjaw,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
歌,0,0,gē,0,kɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
之,春,0,zhī,chūn,tʂʅ,tʂʰwən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
珍,霓,0,zhēn,ní,tʂən,ni,0.5,0.5,0.0,0.0,1.0,0.5,0.0
文,0,0,wén,0,wən,0,0.0,0.0,0.0,0.0,0.0,0,0
绒,0,0,róng,0,ʐuŋ,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
祺,0,0,qí,0,tɕʰi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
莉,娜,0,lì,nà,li,na,1.0,0.5,0.0,0.0,1.0,0.0,0.0
娜,0,0,nà,0,na,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
煌,0,0,huáng,0,xwaŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
雅,萍,0,yǎ,píng,ja,pʰiŋ,0.5,0.5,0.0,0.0,0.5,1.0,1.0
潇,霆,1,xiāo,tíng,ɕjaw,tʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
海,峰,1,hǎi,fēng,xaj,fəŋ,0.5,0.0,0.0,0.0,1.0,1.0,1.0
盛,强,1,shèng,qiáng,ʂəŋ,tɕʰjɑŋ,0.0,0.0,0.5,0.0,1.0,1.0,0.0
宇,燕,0,yǔ,yàn,y,jɛn,0.5,0.5,0.0,0.5,0.0,0,0
燕,霞,0,yàn,xiá,jɛn,ɕja,0.5,0.0,0.0,0.0,0.5,1.0,0.0
小,慧,0,xiǎo,huì,ɕjaw,xwej,1.0,0.0,0.0,0.0,1.0,1.0,0.5
双,燕,0,shuāng,yàn,ʂwaŋ,jɛn,0.0,0.0,0.0,0.0,0.5,1.0,0.0
钧,0,1,jūn,0,tɕyn,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
恩,0,0,ēn,0,ən,0,0.0,0.0,0.0,0.0,0.0,0,0
卉,0,0,huì,0,xwej,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
国,锋,1,guó,fēng,kwo,fəŋ,0.5,0.0,0.5,0.5,1.0,1.0,1.0
沙,0,0,shā,0,ʂa,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
爽,0,0,shuǎng,0,ʂwaŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
宾,0,0,bīn,0,pin,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
雪,0,0,xuě,0,ɕɥɛ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
震,寰,0,zhèn,huán,tʂən,xwan,0.0,0.0,0.0,0.0,1.0,1.0,0.5
晓,东,1,xiǎo,dōng,ɕjaw,tuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
亭,宜,0,tíng,yí,tʰiŋ,i,0.5,1.0,0.0,0.0,0.5,1.0,0.0
莎,莎,0,shā,shā,ʂa,ʂa,1.0,0.0,0.0,0.0,1.0,1.0,0.0
鸿,0,0,hóng,0,xuŋ,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
祐,宁,1,yòu,níng,jəw,niŋ,0.5,0.5,0.0,0.0,0.5,0.0,0.0
旺,萍,0,wàng,píng,waŋ,pʰiŋ,0.0,0.5,0.0,0.0,0.5,1.0,1.0
晟,玥,1,shèng,yuè,ʂəŋ,ɥɛ,0.5,0.0,0.0,0.0,0.5,1.0,0.0
书,梅,0,shū,méi,ʂu,mej,1.0,0.5,0.5,0.5,1.0,0.5,0.5
思,路,0,sī,lù,sɿ,lu,1.0,0.5,0.5,0.5,1.0,0.5,0.0
婉,婷,0,wǎn,tíng,wan,tʰiŋ,0.0,0.5,0.0,0.0,0.5,1.0,0.0
绿,绿,0,lǜ,lǜ,ly,ly,1.0,1.0,0.0,1.0,1.0,0.0,0.0
凤,0,0,fèng,0,fəŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
小,涵,0,xiǎo,hán,ɕjaw,xan,0.5,0.0,0.0,0.0,1.0,1.0,0.5
英,华,0,yīng,huá,iŋ,xwa,0.5,0.5,0.0,0.0,0.5,1.0,1.0
融,0,0,róng,0,ʐuŋ,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
绍,龙,1,shào,lóng,ʂaw,luŋ,0.5,0.5,0.5,0.5,1.0,0.5,0.0
征,0,0,zhēng,0,tʂəŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
燃,0,0,rán,0,ʐan,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
博,文,1,bó,wén,po,wən,0.5,0.0,0.5,0.5,0.5,1.0,1.0
蓉,0,0,róng,0,ʐuŋ,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
邦,妮,0,bāng,nī,paŋ,ni,0.5,0.5,0.0,0.0,1.0,0.5,0.5
卓,霖,1,zhuó,lín,tʂwo,lin,0.5,0.5,0.5,0.5,1.0,0.5,0.0
波,0,1,bō,0,po,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
聪,娜,0,cōng,nà,tsʰuŋ,na,0.5,0.5,0.5,0.5,1.0,0.5,0.0
瑶,0,0,yáo,0,jaw,0,1.0,0.0,0.0,0.0,0.0,0,0
雪,0,0,xuě,0,ɕɥɛ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
一,0,0,yī,0,i,0,1.0,1.0,0.0,0.0,0.0,0,0
歆,惠,0,xīn,huì,ɕin,xwej,0.5,0.5,0.0,0.0,1.0,1.0,0.5
簌,0,0,sù,0,su,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
康,生,1,kāng,shēng,kʰaŋ,ʂəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
可,0,0,kě,0,kʰɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
俊,翰,1,jùn,hàn,tɕyn,xan,0.0,0.5,0.0,0.5,1.0,1.0,0.5
慧,0,0,huì,0,xwej,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
沉,0,0,chén,0,tʂʰən,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
芳,0,0,fāng,0,faŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
宇,麒,1,yǔ,qí,y,tɕʰi,1.0,1.0,0.0,0.5,0.5,1.0,0.0
溪,0,0,xī,0,ɕi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
英,楠,0,yīng,nán,iŋ,nan,0.0,0.5,0.0,0.0,0.5,0.0,0.0
乐,乐,0,lè,lè,lɤ,lɤ,1.0,0.0,1.0,0.0,1.0,0.0,0.0
筱,诺,1,xiǎo,nuò,ɕjaw,nwo,1.0,0.0,0.5,0.5,1.0,0.5,0.0
佩,莹,0,pèi,yíng,pʰej,iŋ,0.5,0.5,0.0,0.0,0.5,1.0,1.0
岚,岚,0,lán,lán,lan,lan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
瀚,宇,1,hàn,yǔ,xan,y,0.5,0.5,0.0,0.5,0.5,1.0,1.0
乐,0,1,lè,0,lɤ,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
宇,静,0,yǔ,jìng,y,tɕiŋ,0.5,1.0,0.0,0.5,0.5,1.0,0.0
湘,婷,0,xiāng,tíng,ɕjɑŋ,tʰiŋ,0.0,0.5,0.5,0.0,1.0,1.0,0.0
绍,娟,0,shào,juān,ʂaw,tɕɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
尧,0,0,yáo,0,jaw,0,1.0,0.0,0.0,0.0,0.0,0,0
晓,波,1,xiǎo,bō,ɕjaw,po,1.0,0.0,0.5,0.5,1.0,1.0,0.5
乔,0,1,qiáo,0,tɕʰjaw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
意,涵,0,yì,hán,i,xan,0.5,0.5,0.0,0.0,0.5,1.0,1.0
子,耀,0,zǐ,yào,tsɿ,jaw,1.0,0.0,0.0,0.0,0.5,1.0,0.0
啸,0,1,xiào,0,ɕjaw,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
立,0,1,lì,0,li,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
阳,0,1,yáng,0,jɑŋ,0,0.0,0.0,1.0,0.0,0.0,0,0
可,彤,0,kě,tóng,kʰɤ,tʰuŋ,0.5,0.5,1.0,0.5,1.0,1.0,0.5
立,婷,0,lì,tíng,li,tʰiŋ,0.5,1.0,0.0,0.0,1.0,0.5,0.0
昌,平,1,chāng,píng,tʂʰaŋ,pʰiŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.5
子,超,1,zǐ,chāo,tsɿ,tʂʰaw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
晨,光,1,chén,guāng,tʂʰən,kwaŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
云,翔,1,yún,xiáng,yn,ɕjɑŋ,0.0,0.5,0.5,0.5,0.5,1.0,0.0
莲,0,1,lián,0,ljɛn,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
玉,权,1,yù,quán,y,tɕʰɥan,0.5,0.5,0.0,0.5,0.5,1.0,0.0
俊,修,1,jùn,xiū,tɕyn,ɕjəw,0.5,0.5,0.0,0.5,1.0,1.0,0.0
欣,潼,0,xīn,tóng,ɕin,tʰuŋ,0.0,1.0,0.5,0.5,1.0,1.0,0.0
子,丹,1,zǐ,dān,tsɿ,tan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
欣,能,1,xīn,néng,ɕin,nəŋ,0.0,0.5,0.0,0.0,1.0,0.5,0.0
建,裕,1,jiàn,yù,tɕjɛn,y,0.5,0.5,0.0,0.5,0.5,1.0,0.0
旭,辉,1,xù,huī,ɕy,xwej,1.0,0.5,0.0,0.5,1.0,1.0,0.5
玉,影,1,yù,yǐng,y,iŋ,0.5,1.0,0.0,0.5,0.0,0,0
荣,校,1,róng,xiào,ʐuŋ,ɕjaw,0.5,0.5,0.5,0.5,1.0,1.0,0.0
年,文,1,nián,wén,njɛn,wən,0.0,0.0,0.0,0.0,0.5,0.0,0.0
家,萱,0,jiā,xuān,tɕja,ɕɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
寿,平,1,shòu,píng,ʂow,pʰiŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
潇,潇,0,xiāo,xiāo,ɕjaw,ɕjaw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
灵,娜,0,líng,nà,liŋ,na,0.5,0.5,0.0,0.0,1.0,0.0,0.0
恒,波,1,héng,bō,xəŋ,po,0.5,0.0,0.5,0.5,1.0,1.0,1.0
杏,芳,0,xìng,fāng,ɕiŋ,faŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.5
思,贤,1,sī,xián,sɿ,ɕjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
双,奎,1,shuāng,kuí,ʂwaŋ,kʰwej,0.5,0.0,0.0,0.0,1.0,1.0,0.5
震,飞,0,zhèn,fēi,tʂən,fej,0.5,0.0,0.0,0.0,1.0,1.0,0.5
涛,波,0,tāo,bō,tʰaw,po,1.0,0.0,0.5,0.5,1.0,1.0,0.5
维,娜,0,wéi,nà,wej,na,1.0,0.0,0.0,0.0,0.5,0.0,0.0
耀,龙,1,yào,lóng,jaw,luŋ,0.5,0.5,0.5,0.5,0.5,0.0,0.0
淼,淼,0,miǎo,miǎo,mjaw,mjaw,1.0,0.0,0.0,0.0,1.0,0.0,1.0
泰,0,1,tài,0,tʰaj,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
欢,宝,1,huān,bǎo,xwan,paw,0.5,0.0,0.0,0.0,1.0,1.0,1.0
克,强,1,kè,qiáng,kʰɤ,tɕʰjɑŋ,0.5,0.0,1.0,0.0,1.0,1.0,0.5
少,洋,1,shǎo,yáng,ʂaw,jɑŋ,0.5,0.0,0.5,0.0,0.5,1.0,0.0
子,0,1,zǐ,0,tsɿ,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
卿,0,1,qīng,0,tɕʰiŋ,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
立,艳,0,lì,yàn,li,jɛn,0.5,0.5,0.0,0.0,0.5,0.0,0.0
